РАЗДЕЛ	Метки	Номер	Автор	Название	Комментарий	Серия/цикл	Номер в серии	Папка	Файл
Социально-гуманитарная литература	История	2465	Пчелов Е.В.	Рюрик	"Москва: «Молодая Гвардия», 2010
Имя князя Рюрика уводит нас далеко в прошлое — в эпоху возникновения Древнерусского государства, основанного, согласно легенде, в IX веке тремя братьями-варягами. С тех пор «варяжский» или «норманнский» вопрос не перестает волновать ученых, вызывая ожесточенные споры. Почему летописные известия о Рюрике так кратки и противоречивы? Кем был родоначальник великокняжеской династии — датчанином, шведом, славянином или просто мифом, придуманным средневековыми книжниками? Как Рюрик и его преемники сумели создать из множества разобщенных племен огромную державу с центром в Новгороде, а затем в Киеве? На эти вопросы отвечает историк Евгений Пчелов в первой биографии Рюрика в серии «ЖЗЛ». Сравнивая данные русских, византийских, западноевропейских и восточных источников, автор детально исследует не только жизнь своего героя, но и легенду о нем, отголоски которой донеслись до наших дней."	Жизнь замечательных людей	1277	hum	Пчелов Е.В._Рюрик#00dl.zip
Техническая литература	Инф. office	2466	Павлов Н.	Microsoft Excel: Мастер Формул. Подробное руководство по «высшему пилотажу» в формулах и функциях	"Microsoft Excel: Мастер Формул. Подробное руководство по «высшему пилотажу» в формулах и функциях / Николай Павлов - М., 2017. - 240 с. : ил.
В этой книге практикующий IT-тренер и MVP по Excel Николай Павлов делится секретами создания и отладки сложных формул в программе Microsoft Excel. Подробно разбираются нюансы работы с дубликатами, извлечение топовых значений, сравнение списков, поиск и подстановка данных, настройка связей между таблицами и многое другое. Книга рассчитана на средних и продвинутых пользователей Microsoft Excel. Ко всем описанным в книге задачам в комплекте идут живые файлы-примеры, которые можно использовать в работе."			tech\Павлов Н.	Microsoft Excel- Мастер Формул. Подробное руководство по «высшему пилотажу» в формулах и функциях#00dm.zip
Социально-гуманитарная литература	История	2467		Материалы научной конференции «Властные, социальные и религиозные институты Древней Руси: история взаимовлиян ия и взаимодействия» Санкт-Петербург, 21-22 и 25-26 июня 2018 года	"П 14 Палеоросия. Древняя Русь: во времени, в личностях, в идеях : научный журнал / Санкт-Петербургская Духовная Академия. — СПб. : Изд-во СПбПДА, 2014 — .
Выпуск № 2 (10) : Материалы научной конференции «Властные, социальные и религиозные институты Древней Руси: история взаимовлияния и взаимодействия», Санкт-Петербург, 21-22 и 25-26 июня 2018 года. — 2018. — 248 с.
ISSN 2618-9674
Научный журнал Санкт-Петербургской Духовной Академии Русской Православной Церкви «Древняя Русь: во времени, в личностях, в идеях» посвящен проблемам изучения древнерусского прошлого: истории государственных и общественных институтов, богословско-философской проблематики древнерусской книжности, различных аспектов устройства и деятельности Русской Церкви, жизни и творчества выдающихся деятелей отечественного Средневековья, истории идей и повседневности. Ранее журнал издавался как альманах, основанный независимыми исследователями. В данном номере размещены материалы научной конференции «Властные, социальные и религиозные институты Древней Руси: история взаимовлияния и взаимодействия», которая прошла в Санкт-Петербургской Духовной Академии 21-22 и 25-26 июня 2018 года.
Журнал рассчитан на специалистов в области истории, права, богословия, филологии, а также студентов и всех интересующихся историей Отечества."	Палеоросия. Древняя Русь: во времени, в личностях, в идеях 	2 (10), 2018	hum	Властные, социальные и религиозные институты Древней Руси- история взаимовлиян ия и взаимодействия#00dn.zip
Естествознание	Космос	2468	Черепащук А.М., Чернин А.Д.	Вселенная, жизнь, черные дыры	"Черепащук А. М., Чернин А. Д.
Ч-46 Вселенная, жизнь, черные дыры. — Фрязино: «Век 2», 2004. — 320 с. — (Наука для всех).
ISBN 5-85099-142-5
Человека всегда интересовало где он живет, откуда это появилось, «есть ли жизнь на Марес» и что со всем этим будет дальше.
В предлагаемой книге изложено современной представление о возникновении и развитии Вселенной; о том, как ведутся поиски жизни вне Земли и о результатах этих поисков; о загадочных и фантастических свойствах черных дыр и о том, как их находят и «взвешивание; о самых последних открытиях в астрофизике - антигравитации, «темной материи» и «темной энергии».
Для чтения книги не требуется никаких специальных знаний, выходящих за рамки школьной физики."	Наука для всех		nature	Вселенная, жизнь, черные дыры#00do.zip
Техническая литература	Инф. office	2469	Павлов Н.	Excel - готовые решения. Бери и пользуйся!	"Павлов Н.
П12 Excel - готовые решения. Бери и пользуйся! / Николай Павлов. - М.: Книга по Требованию, 2014. - 382 с.
Эта книга представляет собой полноценный сборник готовых решений самых распространенных проблем и задач, с которыми сталкиваются в повседневной работе пользователи Microsoft Excel. Материал книги охватывает все основные направления и темы: работу с текстом и датами, форматирование, вычисления с помощью формул и функций, обработку больших массивов данных и создание по ним аналитических отчетов с помощью сводных таблиц. Рекомендуется пользователям Microsoft Excel любого уровня."			tech\Павлов Н.	Excel - готовые решения. Бери и пользуйся!#00dp.zip
Социально-гуманитарная литература	История	2470	Губарев О.Л.	Рюрик Скьёльдунг	"Губарев О. Л.
Рюрик Скьёльдунг. - СПб.: Евразия, 2019. - 320 с., ил.
ISBN 978-5-8071-0429-8
О первом князе Руси Рюрике из летописей мы знаем очень немного. Рюрик в «Повести временных лет» является легендарной личностью. Но главное в летописи все же сказано: согласно летописи, Рюрик «со всей русью» пришел из-за моря, то есть с Запада. Поэтому неудивительно, что историки еще в XIX веке начали поиски такой исторической фигуры на Западе, которую можно было бы связать с Рюриком. На эту роль, по мнению очень многих историков, подходит вождь норманнов Рёрик Фрисландский.
Гипотеза о тождестве Рюрика и Рёрика Фрисландского позволяет ответить на большинство вопросов и многое объяснить. В пользу данной идеи пока существуют в основном косвенные аргументы, но только эта гипотеза подтверждается археологическими находками в Старой Ладоге, куда, судя по всему, и пришел Рюрик со своими «фризскими данами»."			hum	Губарев О.Л._Рюрик Скьёльдунг#00dq.zip
Техническая литература	Инф. web	2471	Роббинс Дж.	HTML5: карманный справочник	"Роббинс, Дженнифер.
Р58 HTML5: карманный справочник, 5-е издание. : Пер. с англ. — М. : ООО “И.Д. Вильямс’: 2015. — 192 с.: ил. — Парал. тит. англ."			tech	Роббинс Дж._HTML5- карманный справочник#00dr.zip
Естествознание	Биол. Антропогенез	2472		Научно-студенческая школа «Эволюция и экология человека» 26 - 28 сентября 2005 года.	"В конце сентября 2005 г. под Звенигородом в пансионате МЧС была организована научно-студенческая школа по антропологии, на которой обсуждались актуальные проблемы происхождения человека и его прародины, расселения человечества по ойкумене, адаптации человека и хронологии адаптивных процессов, экологических аспектов роста, развития и телосложения человека. Большое внимание уделялось таким проблемам, как поведение приматов, в том числе и человека, а также роли естественных и искусственных факторов окружающей среды в формировании генетического разнообразия человечества.
Школа была организована Фондом содействия охране памятников археологии «АРХЕОЛОГИЧЕСКОЕ НАСЛЕДИЕ» Лекторы - ведущие специалисты в области антропологии и смежных дисциплин, строили содержание своих лекций с учетом интересов студенческой аудитории, которую составляли антропологи кафедры антропологии Биологического факультета Московского государственного университета, кафедры физической антропологии и анатомии Академии физической культуры, Учебно-научного центра социальной антропологии Российского государственного гуманитарного университета и Московского государственного психолого-педагогического университета.
Основная цель - ознакомление студентов с новейшими достижениями отечественной науки о человеке."			nature	Эволюция и экология человека#00ds.zip
Социально-гуманитарная литература	История	2473	Петров В.П.	Подсечное земледелие	"Издательство «Наукова думка» Киев —1968
В книге на основании большого историографического материала XVIII—XX вв. впервые в исторической науке дана наиболее полная характеристика особенностей подсечного земледелия в отличие от полевого пашенного. Работа нс только заполняет пробел в истории народного хозяйства, но и содержит критику некоторых ошибочных положений в теоретических вопросах истории развития общества. Монография имеет значительную историографическую ценность, т. к. дает обзор большого количества опубликованных работ о подсечном земледелии. Книга рассчитана на специалистов в области истории, археологии, этнографии, сельского хозяйства, лесоводства, студентов исторических факультетов университетов и пединститутов, а также агрономических факультетов сельскохозяйственных и лесохозяйственных институтов."			hum	Петров В.П._Подсечное земледелие#00dt.zip
Социально-гуманитарная литература	История	2474	Погодин М.	Полная история Руси	© Оформление. ООО «Издательство АСТ», 2020	КЛАССИКА ИСТОРИИ И КУЛЬТУРЫ		hum	Погодин М._Полная история Руси#00du.zip
Естествознание	Космос	2475	Рубин С. Г.	Устройство нашей Вселенной	"Рубин С. Г.
Р82 Устройство нашей Вселенной. - 2-е изд., испр. и доп. — Фрязино: Век 2, 2008. - 320 с. - (Наука для всех).
ISBN 978-5-85099-178-4
В книге излагаются современные взгляды на происхождение и эволюцию Вселенной. Почему законы природы именно такие, какими мы их наблюдаем? Могли бы они быть другими и к чему бы это привело? Что ждет в будущем мир, в котором мы живем, и возможно ли существование других вселенных?"	Наука для всех		nature	Рубин С. Г._Устройство нашей Вселенной#00dv.zip
Техническая литература	Инф. Python	2476	Шарден Б., Массарон Л., Боскетти А.	Крупномасштабное машинное обучение вместе с Python	"Шарден Б., Массарон Л., Боскетти А.
Ш25 Крупномасштабное машинное обучение вместе с Python / пер. с анг.
А. В. Логунова. - М.: ДМК Пресс, 2018. - 358 с.: ил.
ISBN978-5-97060-506-6
Главная задача настоящей книги состоит в том, чтобы предоставить способы применения мощных методов машинного обучения с открытым исходным кодом в крупномасштабных проектах без привлечения дорогостоящих корпоративных решений или больших вычислительных кластеров. Описаны масштабируемое обучение в Scikit-learn, нейронные сети и глубокое обучение с использованием Theano, Н2О и TensorFlow. Рассмотрены классификационные и регрессионные деревья, а также обучение без учителя. Охвачены эффективные методы машинного обучения в вычислительной среде MapReduce на платформах Hadoop и Spark на языке Python."			tech	Крупномасштабное машинное обучение вместе с Python#00dw.zip
Техническая литература	Инф. Python	2477	Федоров Д.Ю.	Основы программирования на примере языка Python 	Федоров Д. Ю. Основы программирования на примере языка Python : учеб.пособие / Д. Ю. Федоров. - СПб., 2016. - 176 с.			tech	Федоров Д.Ю._Основы программирования на примере языка Python #00dx.zip
Техническая литература	Инф. Python	2478	Плас Дж.В.	Python для сложных задач: наука о данных и машинное обучение	"Плас Дж. Вандер
П37 Python для сложных задач: наука о данных и машинное обучение. — СПб.: Питер, 2018. — 576 с.: ил. — (Серия «Бестселлеры O’Reilly»).
Книга «Python для сложных задач: наука о данных и машинное обучение» — это подробное руководство по самым разным вычислительным и статистическим методам, без которых немыслима любая интенсивная обработка данных, научные исследования и передовые разработки. Читатели, уже имеющие опыт программирования и желающие эффективно использовать Python в сфере Data Science, найдут в этой книге ответы на всевозможные вопросы, например: как считать этот формат данных в скрипт? как преобразовать, очистить эти данные и манипулировать ими? как визуализировать данные такого типа? как при помощи этих данных разобраться в ситуации, получить ответы на вопросы, построить статистические модели или реализовать машинное обучение?"	Бестселлеры O'Reilly		tech	Плас Дж.В._Python для сложных задач- наука о данных и машинное обучение#00dy.zip
Техническая литература	инф	2479	Мартин Р.s.	Идеальный программист. Как стать профессионалом разработки ПО	"Мартин Р.
М29	Идеальный программист. Как стать профессионалом разработки ПО. — СПб.:
Питер, 2012. — 224 с.: ил.
Всех программистов, которые добиваются успеха в мире разработки ПО, отличает один общий признак: они больше всего заботятся о качестве создаваемого программного обеспечения. Это — основа для них. Потому что они являются профессионалами своего дела.
В этой книге легендарный эксперт Роберт Мартин (более известный в сообществе как «Дядюшка Боб»), автор бестселлера «Чистый код», рассказывает о том, что значит «быть профессиональным программистом», описывая методы, инструменты и подходы для разработки «идеального ПО». Книга насыщена практическими советами в отношении всех аспектов программирования: от оценки проекта и написания кода до рефакторинга и тестирования. Эта книга — больше, чем описание методов, она о профессиональном подходе к процессу разработки."			tech\Мартин Р.s.	Идеальный программист. Как стать профессионалом разработки ПО#00dz.zip
Техническая литература	Инф. Python	2480	Гифт Н., Джонс Д.	Python в системном администрировании UNIX и Linux	"Гифт Н., Джонс Д.
Python в системном администрировании UNIX и Linux - Пер. с англ. - СПб.: Символ-Плюс, 2009. - 512 с., ил.
Книга «Python в системном администрировании UNIX и Linux» демонстрирует, как эффективно решать разнообразные задачи управления серверами UNIX и Linux с помощью языка программирования Python. Каждая глава посвящена определенной задаче, например многозадачности, резервному копированию данных или созданию собственных инструментов командной строки, и предлагает практические методы ее решения на языке Python. Среди рассматриваемых тем: организация ветвления процессов и передача информации между ними с использованием сетевых механизмов, создание интерактивных утилит с графическим интерфейсом, организация взаимодействия с базами данных и создание приложений для Google Арр Engine. Кроме того, авторы книги создали доступную для загрузки и свободно распространяемую виртуальную машину на базе Ubuntu, включающую исходные тексты примеров из книги и способную выполнять примеры, использующие SNMP, IPython, SQLAlchemy и многие другие утилиты.
Издание рассчитано на широкий круг специалистов - всех, кто только начинает осваивать язык Python, будь то опытные разработчики сценариев на языках командной оболочки или относительно мало знакомые с программированием вообще."			tech	Python в системном администрировании UNIX и Linux#00e0.zip
Техническая литература	Инф. Python	2481	Рашка С.	Python и машинное обучение	"Рашка С.
Р28 Python и машинное обучение / пер. с англ. А. В. Логунова. - М.: ДМК Пресс, 2017.-418 с.: ил.
Книга предоставит вам доступ в мир прогнозной аналитики и продемонстрирует, почему Python является одним из лидирующих языков науки о данных. Охватывая широкий круг мощных библиотек Python, в том числе scikit-learn, Theano и Keras, предлагая руководство и советы по всем вопросам, начиная с анализа мнений и заканчивая нейронными сетями, книга ответит на большинство ваших вопросов по машинному обучению.
Издание предназначено для специалистов по анализу данных, находящихся в поисках более широкого и практического понимания принципов машинного обучения"			tech	Рашка С._Python и машинное обучение#00e1.zip
Социально-гуманитарная литература	История	2482		Раннее государство, его альтернативы и аналоги: Сборник статей	"Р 22	Раннее государство, его альтернативы и аналоги: Сборник статей / под ред. Л. Е. Гринина, Д. М. Бондаренко, Н. Н. Крадина, А. В. Коротаева. - Волгоград: Учитель, 2006.
В сборнике «Раннее государство, его альтернативы и аналоги» представлены как традиционные, так и нетрадиционные точки зрения на эволюцию государственности. Но в целом материалы, собранные в этой книге, убедительно демонстрируют, насколько разнообразными были пути к государственности, а также неуниверсальность трансформации в государство сложных и даже сверхсложных обществ.
Многолинейность и альтернативность социальной эволюции, выражающаяся как в многообразии путей к государству, так и в существовании наряду с ранними государствами их альтернатив и аналогов, могут рассматриваться как общие идеи, пронизывающие большинство статей данного сборника."			hum	Раннее государство, его альтернативы и аналоги- Сборник статей#00e2.zip
Социально-гуманитарная литература	История	2483		ЛАДОГА и ее соседи в эпоху средневековья	"ЛАДОГА и ее соседи в эпоху средневековья
Санкт-Петербург
2002
Предлагаемый читателю сборник подготовлен в основном сотрудниками Отдела славяно-финской археологии Института истории материальной культуры Российской Академии Наук и посвящен проблемам археологии, истории и культуры Северной Руси, в особенности древней Ладоге, а также международной торговле и культурным связям Руси и сопредельных стран.
Для археологов, историков, искусствоведов и всех интересующихся прошлым Восточной и Северной Европы."			hum	ЛАДОГА и ее соседи в эпоху средневековья#00e3.zip
Социально-гуманитарная литература	История	2484		Ладога и Ладожская земля в эпоху средневековья. Выпуск 1	"Ладога и Ладожская земля в эпоху средневековья. Выпуск 1. СПб.: Издательство «Нестор-История», 2006. 117 с.
Сборник подготовлен в рамках программы «Русская культура в мировой истории» отделения историко-филологических наук РАН
Проект «Ладога и Ладожская земля в эпоху раннего средневековья. Славяне, скандинавы, финны в процессе культурной и торговой интеграции»"	Ладога и Ладожская земля в эпоху средневековья	1	hum	Ладога и Ладожская земля в эпоху средневековья. Выпуск 1#00e4.zip
Социально-гуманитарная литература	История	2485	Седов В.В.	Происхождение и ранняя история славян	"М.: «Наука», 1979
В книге всесторонне исследуются проблема происхождения славян и начальные этапы их истории. Анализируя данные письменных источников, археологических, лингвистических, антропологических изысканий, автор последовательно рассматривает этапы формирования и расселения праславянских и славянских племен с середины I тысячелетия до н. э. до конца I тысячелетия н. э."			hum\Седов В.В.	Происхождение и ранняя история славян#00e5.zip
Социально-гуманитарная литература	История	2486	Седов В.В.	Славяне. Историко-археологическое исследование	"М.: «Языки славянской культуры», 2002
? книге исследуется история славян того периода, когда они составляли этническое и языковое единство. Труд охватывает значительный промежуток времени — от I тысячелетия до н. э., когда славяне, выйдя из дренеевропейской общности, начали самостоятельный путь развития, до раннего средневековья включительно, когда славянское единство в условиях широкого расселения и метисации с иными народами распалось, стали формироваться отдельные славянские этносы и языки. В изучении проблемы происхождения и ранней истории славян автор делает упор на междисциплинарный подход, канву же изложения образуют материалы археологии и истории."	Studia historica		hum\Седов В.В.	Славяне. Историко-археологическое исследование#00e6.zip
Естествознание	Наука	2487	Бембенек С.	Механизм Вселенной: как законы науки управляют миром и как мы об этом узнали	"Обладатель ученой степени в области теоретической химической физики, старший научный сотрудник исследовательской группы по разработке новых лекарств Скотт Бембенек в лучших традициях популярной литературы рассказывает, как рождались и развивались научные теории. Эта книга — уникальное сочетание науки, истории и биографии. Она доступным языком рассказывает историю науки от самых ранних научных вопросов в истории человечества, не жертвуя точностью и корректностью фактов. Читатель увидит: — как энергия, энтропия, атомы и квантовая механика, составляющие основу нашей Вселенной, управляют миром, в котором мы живем; — какой трудный путь прошло человечество, чтобы открыть законы физических явлений; — как научные открытия (и связанные с ними ученые) сформировали мир, каким мы его знаем сегодня.

        "	Удивительная Вселенная		nature	Бембенек С._Механизм Вселенной- как законы науки управляют миром и как мы об этом узнали#00e7.zip
Естествознание	Биол. Эволюция	2488	Докинз Р.	Река, выходящая из Эдема	"М.: «Издательство АСТ: CORPUS», 2020
Если на улице вам вдруг повстречается человек, никогда ничего не слышавший о Ричарде Докинзе, вы можете смело советовать этому чудаку «Реку, выходящую из Эдема» – с нее удобно будет начать знакомство с творчеством Докинза. В этой книге благодаря блестящим метафорам он изящно и просто объясняет важнейшие концепции теории эволюции, а значит, и биологии вообще. Цифровая река ДНК течет сквозь время от зарождения жизни до наших дней – и дальше…"	Весь Ричард Докинз, Книжные проекты Дмитрия Зимина		nature\Докинз Р.	Река, выходящая из Эдема#00e8.zip
Естествознание	Наука	2489	Гбур Г.	Загадка падающей кошки и фундаментальная физика	"Москва: «Альпина нон-фикшн», 2021
Как падающим кошкам всегда удается приземлиться на четыре лапы? Удивительно, сколько времени потребовалось ученым, чтобы ответить на этот вопрос! История изучения этой кошачьей способности почти ровесница самой физики — первая исследовательская работа на тему падающей кошки была опубликована в 1700 г. французом Антуаном Параном, но даже сегодня ученые продолжают находить в ней спорные моменты.
В своей увлекательной и остроумной книге физик и заядлый кошатник Грегори Гбур показывает, как попытки понять механику падения кошек помогли разобраться в самых разных задачах в математике, физике, физиологии, неврологии и космической биологии, способствовали развитию фотографии и кинематографа и оказали влияние даже на робототехнику.
Поиск ответа на загадку падающей кошки погружает читателей в увлекательный мир науки, из которого они узнают решение головоломки, но также обнаружат, что феномен кошачьего выверта по-прежнему вызывает горячие споры ученых.
Автор убежден, что чем больше мы исследуем поведение этих животных, тем больше сюрпризов они нам преподносят."	Книжные проекты Дмитрия Зимина		nature	Гбур Г._Загадка падающей кошки и фундаментальная физика#00e9.zip
Естествознание	Биол	2490	Хофрихтер Р.	Таинственная жизнь грибов. Удивительные чудеса скрытого от глаз мира	"Москва: «КоЛибри, Азбука-Аттикус», 2019
Наш прекрасный мир и его чудесная природа обрели свой вид только благодаря грибам, без которых немыслима ни одна экосистема. Без них не было бы ни наших лесов, ни нашего климата, да и, возможно, самой жизни. Грибы вездесущи, и, если использовать их правильно, они могут помочь нам в совершенно неожиданных областях. Грибы – партнеры, грибы – мастера утилизации отходов, грибы – чудо-лекарство, грибы – источник страсти… Известный австрийский биолог и специалист по охране природы, автор более 20 книг Роберт Хофрихтер, обобщая научные данные и собственный профессиональный и жизненный опыт, расскажет в этой книге о многом, чего мы до сих пор не знали о грибах. «Я приглашаю вас в увлекательное и интересное путешествие в мир Fungi, как по-научному называются грибы. Вместе мы будем прислушиваться к давно забытому шепоту лесных грибов. Может быть, нам удастся ощутить нечто такое, что позволит расширить границы нашего понимания природы, заново определить их, потому что по окончании путешествия, во всяком случае, я очень на это надеюсь, грибы займут в вашей картине мира достойное место, куда более значительное, чем до сих пор». "	Новый натуралист		nature	Хофрихтер Р._Таинственная жизнь грибов. Удивительные чудеса скрытого от глаз мира#00eA.zip
Социально-гуманитарная литература	экономика	2491		Политэкономия. Краткий курс	", 2016
В кратком курсе «Политэкономия» сделан глубокий научный анализ процесса деградации экономической науки, который завершился ликвидацией политэкономии и заменой ее маржинализмом, олицетворением которого является economics, а в России – «экономическая теория»; раскрывается порочность отождествления экономики с хрематистикой; представлены фундаментальные экономические положения, исключенные маржиналистами из научного оборота; показаны категории и факторы общественного производства, сущность которых извращается.
В работе обобщены разные точки зрения ученых и практиков о путях предотвращения краха мировой экономики, и создания новой финансовой экономической системы. Краткий курс написан простым и доходчивым языком. В нем используются яркие образные примеры и сравнения; он рассчитан на широкий круг читателей, желающих познать азы подлинной экономической науки и перспектив ее развития."			hum	Политэкономия. Краткий курс#00eB.zip
Естествознание	Биол	2492	Скейлс Х.	О чём молчат рыбы	"Москва: «Альпина нон-фикшн», 2020
Книга морского биолога Хелен Скейлс посвящена самым обычным и загадочным, хорошо всем известным и в чем то совершенно незнакомым существам – рыбам. Их завораживающе интересная жизнь проходит скрытно от нас, под поверхностью воды, в глубинах океана, и потому остается в значительной степени недооцененной и непонятой.
Рыбы далеко не такие примитивные существа, какими мы их представляли – они умеют считать, пользоваться орудиями, постигают законы физики, могут решать сложные логические задачи, обладают социальным интеллектом и способны на сотрудничество. Рыбы демонстрируют такое поведение, которое раньше считалось свойственным только людям и некоторым приматам с крупным размером головного мозга.
Увлекательная, насыщенная огромным количеством фактов книга, несомненно, вдохновит читателей на то, чтобы ближе познакомиться с этими удивительными существами и заставит задуматься о том, что они гораздо умнее и живут несравненно более сложной и интересной жизнью, чем принято думать."	Животные (Альпина)		nature	Скейлс Х._О чём молчат рыбы#00eC.zip
